	affy_hg_u133_plus_2	ensembl_gene_id	gene_biotype	external_gene_name
36062	224444_s_at	ENSG00000153363	lncRNA	LINC00467
36641	224445_s_at	ENSG00000100711	protein_coding	ZFYVE21
38211	224446_at	ENSG00000139233	protein_coding	LLPH
38213	224446_at	ENSG00000228144	protein_coding	AC078927.1
38361	224447_s_at	ENSG00000141741	protein_coding	MIEN1
39121	224448_s_at	ENSG00000137288	protein_coding	UQCC2
40185	224449_at	ENSG00000197312	protein_coding	DDI2
40570	224450_s_at	ENSG00000124784	protein_coding	RIOK1
39830	224451_x_at	ENSG00000123329	protein_coding	ARHGAP9
35911	224452_s_at	ENSG00000178397	protein_coding	FAM220A
35912	224452_s_at	ENSG00000286075	protein_coding	AC009412.1
40556	224453_s_at	ENSG00000139163	protein_coding	ETNK1
40557	224454_at	ENSG00000139163	protein_coding	ETNK1
37297	224455_s_at	ENSG00000159322	protein_coding	ADPGK
40347	224456_s_at	ENSG00000237424	lncRNA	FOXD2-AS1
40348	224457_at	ENSG00000237424	lncRNA	FOXD2-AS1
38874	224458_at	ENSG00000165152	protein_coding	PGAP4
37387	224459_at	ENSG00000087299	protein_coding	L2HGDH
37388	224460_s_at	ENSG00000087299	protein_coding	L2HGDH
40020	224461_s_at	ENSG00000042286	protein_coding	AIFM2
36646	224462_s_at	ENSG00000159685	protein_coding	CHCHD6
39149	224463_s_at	ENSG00000137691	protein_coding	CFAP300
37028	224464_s_at	ENSG00000149761	protein_coding	NUDT22
39120	224465_s_at	ENSG00000170473	protein_coding	PYM1
35532	224466_s_at	ENSG00000197063	protein_coding	MAFG
35707	224467_s_at	ENSG00000126249	protein_coding	PDCD2L
34867	224468_s_at	ENSG00000221381	snoRNA	SNORD88B
34949	224468_s_at	ENSG00000221241	snoRNA	SNORD88A
35008	224468_s_at	ENSG00000220988	snoRNA	SNORD88C
37325	224468_s_at	ENSG00000167747	protein_coding	C19orf48
37273	224469_s_at	ENSG00000203485	protein_coding	INF2
35511	224470_at	ENSG00000093183	protein_coding	SEC22C
39077	224471_s_at	ENSG00000166167	protein_coding	BTRC
40526	224472_x_at	ENSG00000078808	protein_coding	SDF4
38775	224473_x_at	ENSG00000107816	protein_coding	LZTS2
36758	224474_x_at	ENSG00000275052	protein_coding	PPP4R3B
37479	224476_s_at	ENSG00000166823	protein_coding	MESP1
37793	224477_s_at	ENSG00000102858	protein_coding	MGRN1
38341	224477_s_at	ENSG00000168101	protein_coding	NUDT16L1
39996	224478_s_at	ENSG00000146540	protein_coding	C7orf50
37840	224479_s_at	ENSG00000278845	protein_coding	MRPL45
38717	224479_s_at	ENSG00000277936	protein_coding	MRPL45
39232	224480_s_at	ENSG00000138678	protein_coding	GPAT3
36543	224481_s_at	ENSG00000092148	protein_coding	HECTD1
34865	224482_s_at	ENSG00000284424	miRNA	MIR4724
39153	224482_s_at	ENSG00000131242	protein_coding	RAB11FIP4
37700	224483_s_at	ENSG00000135953	protein_coding	MFSD9
35417	224484_s_at	ENSG00000100916	protein_coding	BRMS1L
35338	224485_s_at	ENSG00000158014	protein_coding	SLC30A2
39453	224486_s_at	ENSG00000186073	protein_coding	C15orf41
35609	224488_s_at	ENSG00000262655	protein_coding	SPON1
35089	224489_at	ENSG00000267198	lncRNA	AC091132.4
35655	224489_at	ENSG00000265218	lncRNA	AC103810.2
38985	224489_at	ENSG00000282491	lncRNA	AC243807.4
35090	224490_s_at	ENSG00000267198	lncRNA	AC091132.4
35656	224490_s_at	ENSG00000265218	lncRNA	AC103810.2
38986	224490_s_at	ENSG00000282491	lncRNA	AC243807.4
36390	224491_at	ENSG00000100336	protein_coding	APOL4
36552	224492_s_at	ENSG00000198551	protein_coding	ZNF627
36900	224493_x_at	ENSG00000134490	protein_coding	TMEM241
36369	224494_x_at	ENSG00000087076	protein_coding	HSD17B14
34830	224495_at	ENSG00000200463	snoRNA	SNORD118
40412	224495_at	ENSG00000179029	protein_coding	TMEM107
34831	224496_s_at	ENSG00000200463	snoRNA	SNORD118
40413	224496_s_at	ENSG00000179029	protein_coding	TMEM107
36368	224497_x_at	ENSG00000087076	protein_coding	HSD17B14
35775	224498_x_at	ENSG00000266076	protein_coding	AC004805.1
35783	224498_x_at	ENSG00000168646	protein_coding	AXIN2
35715	224499_s_at	ENSG00000111732	protein_coding	AICDA
38763	224500_s_at	ENSG00000164077	protein_coding	MON1A
38962	224501_at	ENSG00000187642	protein_coding	PERM1
35182	224502_s_at	ENSG00000122203	protein_coding	KIAA1191
35676	224503_s_at	ENSG00000141664	protein_coding	ZCCHC2
38809	224504_s_at	ENSG00000137656	protein_coding	BUD13
37252	224505_s_at	ENSG00000115556	protein_coding	PLCD4
40164	224506_s_at	ENSG00000160539	protein_coding	PLPP7
36523	224507_s_at	ENSG00000266709	lncRNA	AC005224.3
36522	224508_at	ENSG00000266709	lncRNA	AC005224.3
38566	224509_s_at	ENSG00000130347	protein_coding	RTN4IP1
39572	224510_s_at	ENSG00000162129	protein_coding	CLPB
40386	224511_s_at	ENSG00000129235	protein_coding	TXNDC17
39229	224512_s_at	ENSG00000183011	protein_coding	NAA38
37536	224513_s_at	ENSG00000160803	protein_coding	UBQLN4
38048	224513_s_at	ENSG00000241627	processed_pseudogene	UBQLN4P1
35274	224514_x_at	ENSG00000163702	protein_coding	IL17RC
36690	224516_s_at	ENSG00000171604	protein_coding	CXXC5
40449	224517_at	ENSG00000228434	lncRNA	AC004951.1
36016	224518_s_at	ENSG00000188321	protein_coding	ZNF559
35217	224519_at	ENSG00000270533	transcribed_processed_pseudogene	CR382285.1
38318	224519_at	ENSG00000284116	lncRNA	AL772307.1
38320	224519_at	ENSG00000184961	processed_pseudogene	RPL7AP49
39242	224519_at	ENSG00000275160	processed_pseudogene	AL354718.1
39901	224519_at	ENSG00000231995	processed_pseudogene	AL590399.4
40495	224519_at	ENSG00000233555	processed_pseudogene	AL591438.1
39116	224520_s_at	ENSG00000127325	protein_coding	BEST3
39642	224521_s_at	ENSG00000120647	protein_coding	CCDC77
38364	224522_s_at	ENSG00000172992	protein_coding	DCAKD
40647	224523_s_at	ENSG00000184220	protein_coding	CMSS1
38881	224524_s_at	ENSG00000115239	protein_coding	ASB3
39717	224525_s_at	ENSG00000138430	protein_coding	OLA1
35991	224527_at	ENSG00000107736	protein_coding	CDH23
39165	224529_s_at	ENSG00000116981	protein_coding	NT5C1A
37418	224530_s_at	ENSG00000185774	protein_coding	KCNIP4
38954	224531_at	ENSG00000156097	protein_coding	GPR61
35174	224532_at	ENSG00000134588	protein_coding	USP26
38617	224533_s_at	ENSG00000211803	TR_V_gene	TRAV23DV6
40100	224534_at	ENSG00000183762	protein_coding	KREMEN1
38614	224535_s_at	ENSG00000173141	protein_coding	MRPL57
40674	224536_s_at	ENSG00000240764	protein_coding	PCDHGC5
40683	224536_s_at	ENSG00000242419	protein_coding	PCDHGC4
40675	224537_at	ENSG00000240764	protein_coding	PCDHGC5
40682	224537_at	ENSG00000242419	protein_coding	PCDHGC4
36617	224538_s_at	ENSG00000178184	protein_coding	PARD6G
36481	224539_s_at	ENSG00000243232	protein_coding	PCDHAC2
36219	224540_at	ENSG00000135413	protein_coding	LACRT
35846	224542_s_at	ENSG00000101096	protein_coding	NFATC2
39945	224543_at	ENSG00000165124	protein_coding	SVEP1
38367	224547_at	ENSG00000188266	protein_coding	HYKK
38372	224547_at	ENSG00000279373	TEC	AC027228.3
40208	224548_at	ENSG00000179111	protein_coding	HES7
37161	224550_s_at	ENSG00000072952	protein_coding	MRVI1
37154	224551_s_at	ENSG00000160460	protein_coding	SPTBN4
34936	224552_s_at	ENSG00000207024	misc_RNA	AP001453.1
36051	224552_s_at	ENSG00000257069	lncRNA	AP001453.3
36053	224552_s_at	ENSG00000182450	protein_coding	KCNK4
40476	224553_s_at	ENSG00000186891	protein_coding	TNFRSF18
38577	224554_at	ENSG00000121853	protein_coding	GHSR
39692	224555_x_at	ENSG00000125571	protein_coding	IL37
38932	224556_s_at	ENSG00000106852	protein_coding	LHX6
39526	224557_x_at	ENSG00000187848	protein_coding	P2RX2
34945	224558_s_at	ENSG00000278217	misc_RNA	AP000769.5
40001	224558_s_at	ENSG00000251562	lncRNA	MALAT1
34944	224559_at	ENSG00000278217	misc_RNA	AP000769.5
34975	224559_at	ENSG00000274072	sRNA	AP000769.3
40005	224559_at	ENSG00000251562	lncRNA	MALAT1
35826	224560_at	ENSG00000035862	protein_coding	TIMP2
36401	224561_s_at	ENSG00000218283	processed_pseudogene	MORF4L1P1
37345	224561_s_at	ENSG00000185787	protein_coding	MORF4L1
38469	224562_at	ENSG00000188459	processed_pseudogene	WASF4P
40553	224562_at	ENSG00000158195	protein_coding	WASF2
38470	224563_at	ENSG00000188459	processed_pseudogene	WASF4P
40554	224563_at	ENSG00000158195	protein_coding	WASF2
40240	224564_s_at	ENSG00000133318	protein_coding	RTN3
34789	224565_at	ENSG00000277599	misc_RNA	AP000944.2
35001	224565_at	ENSG00000278144	misc_RNA	AP000944.4
35210	224565_at	ENSG00000278050	misc_RNA	AP000944.3
39957	224565_at	ENSG00000245532	lncRNA	NEAT1
34788	224566_at	ENSG00000277599	misc_RNA	AP000944.2
35000	224566_at	ENSG00000278144	misc_RNA	AP000944.4
35209	224566_at	ENSG00000278050	misc_RNA	AP000944.3
39956	224566_at	ENSG00000245532	lncRNA	NEAT1
40003	224567_x_at	ENSG00000251562	lncRNA	MALAT1
40002	224568_x_at	ENSG00000251562	lncRNA	MALAT1
37038	224569_s_at	ENSG00000168264	protein_coding	IRF2BP2
37040	224570_s_at	ENSG00000168264	protein_coding	IRF2BP2
37041	224571_at	ENSG00000168264	protein_coding	IRF2BP2
37039	224572_s_at	ENSG00000168264	protein_coding	IRF2BP2
35394	224573_at	ENSG00000219200	protein_coding	RNASEK
35397	224573_at	ENSG00000258315	protein_coding	C17orf49
35406	224573_at	ENSG00000161939	protein_coding	RNASEK-C17orf49
35415	224573_at	ENSG00000108839	protein_coding	ALOX12
35395	224574_at	ENSG00000219200	protein_coding	RNASEK
35398	224574_at	ENSG00000258315	protein_coding	C17orf49
35407	224574_at	ENSG00000161939	protein_coding	RNASEK-C17orf49
36345	224575_at	ENSG00000254999	protein_coding	BRK1
37464	224576_at	ENSG00000113719	protein_coding	ERGIC1
37466	224577_at	ENSG00000113719	protein_coding	ERGIC1
34786	224578_at	ENSG00000281540	protein_coding	RCC2
40067	224578_at	ENSG00000179051	protein_coding	RCC2
35429	224579_at	ENSG00000111371	protein_coding	SLC38A1
35430	224580_at	ENSG00000111371	protein_coding	SLC38A1
38266	224581_s_at	ENSG00000069275	protein_coding	NUCKS1
38267	224582_s_at	ENSG00000069275	protein_coding	NUCKS1
38295	224583_at	ENSG00000103187	protein_coding	COTL1
35776	224584_at	ENSG00000238041	processed_pseudogene	AP004245.1
39669	224584_at	ENSG00000089063	protein_coding	TMEM230
37262	224585_x_at	ENSG00000184009	protein_coding	ACTG1
38697	224586_x_at	ENSG00000113387	protein_coding	SUB1
38699	224587_at	ENSG00000113387	protein_coding	SUB1
39212	224588_at	ENSG00000229807	lncRNA	XIST
34954	224589_at	ENSG00000277577	misc_RNA	AL353804.6
39214	224589_at	ENSG00000229807	lncRNA	XIST
39213	224590_at	ENSG00000229807	lncRNA	XIST
37089	224591_at	ENSG00000127483	protein_coding	HP1BP3
37088	224592_x_at	ENSG00000127483	protein_coding	HP1BP3
36502	224593_at	ENSG00000179195	protein_coding	ZNF664
35469	224594_x_at	ENSG00000075624	protein_coding	ACTB
39881	224595_at	ENSG00000070214	protein_coding	SLC44A1
39882	224596_at	ENSG00000070214	protein_coding	SLC44A1
36948	224597_at	ENSG00000260032	lncRNA	NORAD
34816	224598_at	ENSG00000221394	miRNA	MIR1229
35333	224598_at	ENSG00000161013	protein_coding	MGAT4B
40712	224598_at	ENSG00000284501	protein_coding	MGAT4B
40713	224598_at	ENSG00000283912	miRNA	MIR1229
38456	224599_at	ENSG00000163320	protein_coding	CGGBP1
38455	224600_at	ENSG00000163320	protein_coding	CGGBP1
34893	224601_at	ENSG00000278261	snoRNA	SNORD1A
34897	224601_at	ENSG00000199961	snoRNA	SNORD1B
34934	224601_at	ENSG00000274091	snoRNA	SNORD1C
36083	224601_at	ENSG00000163597	lncRNA	SNHG16
39124	224601_at	ENSG00000225564	lncRNA	LINC01492
39285	224602_at	ENSG00000164096	protein_coding	C4orf3
34892	224603_at	ENSG00000278261	snoRNA	SNORD1A
34896	224603_at	ENSG00000199961	snoRNA	SNORD1B
36082	224603_at	ENSG00000163597	lncRNA	SNHG16
39284	224604_at	ENSG00000164096	protein_coding	C4orf3
39283	224605_at	ENSG00000164096	protein_coding	C4orf3
40690	224606_at	ENSG00000067082	protein_coding	KLF6
35601	224607_s_at	ENSG00000167881	protein_coding	SRP68
38354	224608_s_at	ENSG00000131475	protein_coding	VPS25
36585	224609_at	ENSG00000129353	protein_coding	SLC44A2
34866	224610_at	ENSG00000275043	snoRNA	SNORD25
34904	224610_at	ENSG00000274544	snoRNA	SNORD28
34952	224610_at	ENSG00000276788	snoRNA	SNORD26
34965	224610_at	ENSG00000277846	snoRNA	SNORD30
34977	224610_at	ENSG00000275996	snoRNA	SNORD27
34985	224610_at	ENSG00000277194	snoRNA	SNORD22
35208	224610_at	ENSG00000278527	snoRNA	AP001160.5
38889	224610_at	ENSG00000255717	lncRNA	SNHG1
36821	224611_s_at	ENSG00000101152	protein_coding	DNAJC5
36819	224612_s_at	ENSG00000101152	protein_coding	DNAJC5
36820	224613_s_at	ENSG00000101152	protein_coding	DNAJC5
40376	224614_at	ENSG00000135720	protein_coding	DYNC1LI2
36015	224615_x_at	ENSG00000101294	protein_coding	HM13
36058	224615_x_at	ENSG00000235313	lncRNA	HM13-IT1
40377	224616_at	ENSG00000135720	protein_coding	DYNC1LI2
38528	224617_at	ENSG00000119314	protein_coding	PTBP3
38527	224618_at	ENSG00000119314	protein_coding	PTBP3
37344	224619_at	ENSG00000166734	protein_coding	CASC4
35574	224621_at	ENSG00000100030	protein_coding	MAPK1
38623	224622_at	ENSG00000132405	protein_coding	TBC1D14
35167	224623_at	ENSG00000051596	protein_coding	THOC3
35708	224623_at	ENSG00000170089	transcribed_unprocessed_pseudogene	AC106795.1
37259	224623_at	ENSG00000275495	transcribed_unprocessed_pseudogene	AC114936.1
37677	224623_at	ENSG00000278666	transcribed_unprocessed_pseudogene	AC106795.4
38868	224624_at	ENSG00000136802	protein_coding	LRRC8A
36145	224625_x_at	ENSG00000242028	protein_coding	HYPK
36150	224625_x_at	ENSG00000140264	protein_coding	SERF2
35392	224626_at	ENSG00000176087	protein_coding	SLC35A4
39644	224627_at	ENSG00000070610	protein_coding	GBA2
38865	224628_at	ENSG00000068912	protein_coding	ERLEC1
39323	224629_at	ENSG00000074695	protein_coding	LMAN1
38864	224630_at	ENSG00000068912	protein_coding	ERLEC1
37473	224631_at	ENSG00000255073	protein_coding	ZFP91-CNTF
37474	224631_at	ENSG00000186660	protein_coding	ZFP91
39885	224632_at	ENSG00000160818	protein_coding	GPATCH4
39887	224633_s_at	ENSG00000160818	protein_coding	GPATCH4
39886	224634_at	ENSG00000160818	protein_coding	GPATCH4
38265	224635_s_at	ENSG00000115760	protein_coding	BIRC6
37475	224636_at	ENSG00000186660	protein_coding	ZFP91
38725	224637_at	ENSG00000228474	protein_coding	OST4
39952	224638_at	ENSG00000157837	protein_coding	SPPL3
39951	224639_at	ENSG00000157837	protein_coding	SPPL3
39953	224640_at	ENSG00000157837	protein_coding	SPPL3
39356	224641_at	ENSG00000122068	protein_coding	FYTTD1
39355	224642_at	ENSG00000122068	protein_coding	FYTTD1
37469	224643_at	ENSG00000164244	protein_coding	PRRC1
38006	224644_at	ENSG00000225733	lncRNA	FGD5-AS1
35294	224645_at	ENSG00000148730	protein_coding	EIF4EBP2
34963	224646_x_at	ENSG00000284010	miRNA	MIR675
37524	224646_x_at	ENSG00000130600	lncRNA	H19
40749	224646_x_at	ENSG00000288237	lncRNA	H19
40751	224646_x_at	ENSG00000288367	miRNA	MIR675
39591	224647_at	ENSG00000108100	protein_coding	CCNY
39551	224648_at	ENSG00000062194	protein_coding	GPBP1
39589	224649_x_at	ENSG00000108100	protein_coding	CCNY
36659	224650_at	ENSG00000147676	protein_coding	MAL2
39590	224651_at	ENSG00000108100	protein_coding	CCNY
39588	224652_at	ENSG00000108100	protein_coding	CCNY
35295	224653_at	ENSG00000148730	protein_coding	EIF4EBP2
38880	224654_at	ENSG00000165732	protein_coding	DDX21
38558	224655_at	ENSG00000147853	protein_coding	AK3
38801	224656_s_at	ENSG00000105887	protein_coding	MTPN
37295	224657_at	ENSG00000116285	protein_coding	ERRFI1
38506	224658_x_at	ENSG00000175115	protein_coding	PACS1
39732	224659_at	ENSG00000162430	protein_coding	SELENON
39846	224660_at	ENSG00000145337	protein_coding	PYURF
39845	224661_at	ENSG00000145337	protein_coding	PYURF
39239	224662_at	ENSG00000170759	protein_coding	KIF5B
38209	224663_s_at	ENSG00000165410	protein_coding	CFL2
36608	224664_at	ENSG00000166295	protein_coding	ANAPC16
36609	224665_at	ENSG00000166295	protein_coding	ANAPC16
36682	224666_at	ENSG00000169189	protein_coding	NSMCE1
36610	224667_x_at	ENSG00000166295	protein_coding	ANAPC16
38627	224668_at	ENSG00000204070	protein_coding	SYS1
38628	224669_at	ENSG00000204070	protein_coding	SYS1
38626	224670_at	ENSG00000204070	protein_coding	SYS1
38189	224671_at	ENSG00000159111	protein_coding	MRPL10
35171	224672_x_at	ENSG00000117899	protein_coding	MESD
37243	224673_at	ENSG00000276681	protein_coding	LENG8
38002	224673_at	ENSG00000167615	protein_coding	LENG8
38489	224673_at	ENSG00000274305	protein_coding	LENG8
40090	224673_at	ENSG00000276458	protein_coding	LENG8
39097	224674_at	ENSG00000136295	protein_coding	TTYH3
35172	224675_at	ENSG00000117899	protein_coding	MESD
39405	224676_at	ENSG00000158604	protein_coding	TMED4
36912	224677_x_at	ENSG00000254732	protein_coding	AP001931.1
36913	224677_x_at	ENSG00000211450	protein_coding	SELENOH
36918	224677_x_at	ENSG00000213593	protein_coding	TMX2
37182	224678_at	ENSG00000170471	protein_coding	RALGAPB
35170	224679_at	ENSG00000117899	protein_coding	MESD
39404	224680_at	ENSG00000158604	protein_coding	TMED4
39186	224681_at	ENSG00000146535	protein_coding	GNA12
38059	224682_at	ENSG00000001629	protein_coding	ANKIB1
40317	224683_at	ENSG00000134452	protein_coding	FBH1
39312	224684_at	ENSG00000147164	protein_coding	SNX12
35910	224685_at	ENSG00000130396	protein_coding	AFDN
36192	224686_x_at	ENSG00000262879	lncRNA	AC005670.3
38058	224687_at	ENSG00000001629	protein_coding	ANKIB1
36068	224688_at	ENSG00000106609	protein_coding	TMEM248
39432	224689_at	ENSG00000101363	protein_coding	MANBAL
37268	224690_at	ENSG00000124098	protein_coding	FAM210B
37199	224691_at	ENSG00000152332	protein_coding	UHMK1
37064	224692_at	ENSG00000158615	protein_coding	PPP1R15B
37267	224693_at	ENSG00000124098	protein_coding	FAM210B
37488	224694_at	ENSG00000169604	protein_coding	ANTXR1
40512	224695_at	ENSG00000158435	protein_coding	CNOT11
36310	224696_s_at	ENSG00000139990	protein_coding	DCAF5
36311	224697_at	ENSG00000139990	protein_coding	DCAF5
37139	224698_at	ENSG00000117868	protein_coding	ESYT2
37138	224699_s_at	ENSG00000117868	protein_coding	ESYT2
36486	224700_at	ENSG00000163527	protein_coding	STT3B
39044	224701_at	ENSG00000173193	protein_coding	PARP14
37922	224702_at	ENSG00000174695	protein_coding	TMEM167A
36312	224703_at	ENSG00000139990	protein_coding	DCAF5
38710	224704_at	ENSG00000090905	protein_coding	TNRC6A
40762	224704_at	ENSG00000288130	protein_coding	TNRC6A
38709	224705_s_at	ENSG00000090905	protein_coding	TNRC6A
40761	224705_s_at	ENSG00000288130	protein_coding	TNRC6A
38734	224706_at	ENSG00000116685	protein_coding	KIAA2013
39884	224706_at	ENSG00000261819	processed_pseudogene	AC138932.4
36894	224707_at	ENSG00000120306	protein_coding	CYSTM1
38735	224708_at	ENSG00000116685	protein_coding	KIAA2013
38316	224709_s_at	ENSG00000158985	protein_coding	CDC42SE2
40177	224710_at	ENSG00000109113	protein_coding	RAB34
37440	224711_at	ENSG00000100811	protein_coding	YY1
38252	224711_at	ENSG00000283840	miRNA	MIR6764
38582	224712_x_at	ENSG00000214046	protein_coding	SMIM7
40007	224713_at	ENSG00000155438	protein_coding	NIFK
40006	224714_at	ENSG00000155438	protein_coding	NIFK
37619	224715_at	ENSG00000119333	protein_coding	WDR34
34986	224716_at	ENSG00000284427	miRNA	MIR4647
37971	224716_at	ENSG00000157593	protein_coding	SLC35B2
38581	224717_s_at	ENSG00000214046	protein_coding	SMIM7
37439	224718_at	ENSG00000100811	protein_coding	YY1
38251	224718_at	ENSG00000283840	miRNA	MIR6764
34980	224719_s_at	ENSG00000238923	snRNA	RNU7-1
39751	224719_s_at	ENSG00000111678	protein_coding	C12orf57
39755	224719_s_at	ENSG00000111676	protein_coding	ATN1
36340	224720_at	ENSG00000101752	protein_coding	MIB1
40137	224721_at	ENSG00000115368	protein_coding	WDR75
36338	224722_at	ENSG00000101752	protein_coding	MIB1
38229	224723_x_at	ENSG00000214194	protein_coding	SMIM30
37521	224724_at	ENSG00000196562	protein_coding	SULF2
36339	224725_at	ENSG00000101752	protein_coding	MIB1
36337	224726_at	ENSG00000101752	protein_coding	MIB1
37291	224727_at	ENSG00000161671	protein_coding	EMC10
39743	224728_at	ENSG00000123472	protein_coding	ATPAF1
39744	224729_s_at	ENSG00000123472	protein_coding	ATPAF1
35162	224730_at	ENSG00000136485	protein_coding	DCAF7
36949	224731_at	ENSG00000259781	processed_pseudogene	HMGB1P6
36950	224731_at	ENSG00000259964	lncRNA	THSD4-AS1
39126	224731_at	ENSG00000189403	protein_coding	HMGB1
37249	224732_at	ENSG00000168802	protein_coding	CHTF8
37253	224732_at	ENSG00000286140	protein_coding	DERPC
40191	224733_at	ENSG00000140931	protein_coding	CMTM3
39125	224734_at	ENSG00000189403	protein_coding	HMGB1
36177	224735_at	ENSG00000162144	protein_coding	CYB561A3
37517	224736_at	ENSG00000060339	protein_coding	CCAR1
37516	224737_x_at	ENSG00000060339	protein_coding	CCAR1
35893	224738_x_at	ENSG00000254635	lncRNA	WAC-AS1
40382	224738_x_at	ENSG00000146223	protein_coding	RPL7L1
34870	224739_at	ENSG00000276753	miRNA	MIR6821
37035	224739_at	ENSG00000198355	protein_coding	PIM3
37589	224740_at	ENSG00000188725	protein_coding	SMIM15
38032	224741_x_at	ENSG00000234741	lncRNA	GAS5
37386	224742_at	ENSG00000100997	protein_coding	ABHD12
36966	224743_at	ENSG00000104331	protein_coding	IMPAD1
36964	224744_at	ENSG00000104331	protein_coding	IMPAD1
36109	224745_x_at	ENSG00000068308	protein_coding	OTUD5
36779	224746_at	ENSG00000162522	protein_coding	KIAA1522
35092	224747_at	ENSG00000140367	protein_coding	UBE2Q2
35212	224747_at	ENSG00000266308	misc_RNA	RN7SL510P
35161	224748_at	ENSG00000136485	protein_coding	DCAF7
37033	224749_at	ENSG00000167930	protein_coding	FAM234A
35722	224750_at	ENSG00000237868	processed_pseudogene	AC097533.1
37533	224750_at	ENSG00000138942	protein_coding	RNF185
38712	224751_at	ENSG00000243317	protein_coding	STMP1
38713	224752_at	ENSG00000243317	protein_coding	STMP1
38568	224753_at	ENSG00000146670	protein_coding	CDCA5
37747	224754_at	ENSG00000185591	protein_coding	SP1
40573	224755_at	ENSG00000077147	protein_coding	TM9SF3
35139	224756_s_at	ENSG00000231488	protein_coding	ABHD16A
36075	224756_s_at	ENSG00000206403	protein_coding	ABHD16A
36077	224756_s_at	ENSG00000230475	protein_coding	ABHD16A
37302	224756_s_at	ENSG00000224552	protein_coding	ABHD16A
38223	224756_s_at	ENSG00000235676	protein_coding	ABHD16A
38515	224756_s_at	ENSG00000236063	protein_coding	ABHD16A
39087	224756_s_at	ENSG00000204422	protein_coding	AL662899.3
39094	224756_s_at	ENSG00000204427	protein_coding	ABHD16A
40676	224759_s_at	ENSG00000151135	protein_coding	TMEM263
37746	224760_at	ENSG00000185591	protein_coding	SP1
35679	224761_at	ENSG00000120063	protein_coding	GNA13
36304	224762_at	ENSG00000168528	protein_coding	SERINC2
37716	224763_at	ENSG00000145592	protein_coding	RPL37
35698	224764_at	ENSG00000107863	protein_coding	ARHGAP21
38106	224764_at	ENSG00000218418	processed_pseudogene	AL591135.1
35115	224765_at	ENSG00000188895	protein_coding	MSL1
34983	224766_at	ENSG00000212296	snoRNA	SNORD72
37714	224766_at	ENSG00000145592	protein_coding	RPL37
37715	224767_at	ENSG00000145592	protein_coding	RPL37
37328	224768_at	ENSG00000163166	protein_coding	IWS1
39031	224769_at	ENSG00000160551	protein_coding	TAOK1
35075	224770_s_at	ENSG00000134369	protein_coding	NAV1
35076	224771_at	ENSG00000134369	protein_coding	NAV1
35079	224772_at	ENSG00000134369	protein_coding	NAV1
35077	224773_at	ENSG00000134369	protein_coding	NAV1
35078	224774_s_at	ENSG00000134369	protein_coding	NAV1
37329	224775_at	ENSG00000163166	protein_coding	IWS1
39646	224776_at	ENSG00000158669	protein_coding	GPAT4
39673	224777_s_at	ENSG00000168092	protein_coding	PAFAH1B2
39032	224778_s_at	ENSG00000160551	protein_coding	TAOK1
36907	224779_s_at	ENSG00000166797	protein_coding	CIAO2A
38501	224780_at	ENSG00000134453	protein_coding	RBM17
38500	224781_s_at	ENSG00000134453	protein_coding	RBM17
35917	224782_at	ENSG00000146007	protein_coding	ZMAT2
35885	224783_at	ENSG00000185262	protein_coding	UBALD2
38115	224784_at	ENSG00000275023	protein_coding	MLLT6
39053	224784_at	ENSG00000275851	protein_coding	MLLT6
35886	224785_at	ENSG00000185262	protein_coding	UBALD2
40350	224786_at	ENSG00000153130	protein_coding	SCOC
38066	224787_s_at	ENSG00000099246	protein_coding	RAB18
36438	224788_at	ENSG00000165527	protein_coding	ARF6
36419	224789_at	ENSG00000198876	protein_coding	DCAF12
38705	224790_at	ENSG00000153317	protein_coding	ASAP1
38704	224791_at	ENSG00000153317	protein_coding	ASAP1
35913	224792_at	ENSG00000149115	protein_coding	TNKS1BP1
37614	224793_s_at	ENSG00000106799	protein_coding	TGFBR1
37211	224794_s_at	ENSG00000273186	lncRNA	AL359091.4
37212	224794_s_at	ENSG00000167123	protein_coding	CERCAM
36268	224795_x_at	ENSG00000211594	IG_J_gene	IGKJ4
36272	224795_x_at	ENSG00000211593	IG_J_gene	IGKJ5
36275	224795_x_at	ENSG00000211596	IG_J_gene	IGKJ2
36278	224795_x_at	ENSG00000211595	IG_J_gene	IGKJ3
36281	224795_x_at	ENSG00000211592	IG_C_gene	IGKC
36293	224795_x_at	ENSG00000211597	IG_J_gene	IGKJ1
38702	224796_at	ENSG00000153317	protein_coding	ASAP1
35608	224797_at	ENSG00000113369	protein_coding	ARRDC3
38082	224798_s_at	ENSG00000178761	protein_coding	FAM219B
39710	224799_at	ENSG00000102471	protein_coding	NDFIP2
40653	224800_at	ENSG00000085449	protein_coding	WDFY1
39709	224801_at	ENSG00000102471	protein_coding	NDFIP2
39711	224802_at	ENSG00000102471	protein_coding	NDFIP2
34984	224803_s_at	ENSG00000264293	misc_RNA	RN7SL657P
36744	224803_s_at	ENSG00000242485	protein_coding	MRPL20
38081	224804_s_at	ENSG00000178761	protein_coding	FAM219B
38080	224805_s_at	ENSG00000178761	protein_coding	FAM219B
35024	224806_at	ENSG00000284542	miRNA	MIR3614
36921	224806_at	ENSG00000121060	protein_coding	TRIM25
35890	224807_at	ENSG00000089351	protein_coding	GRAMD1A
39264	224808_s_at	ENSG00000239857	protein_coding	GET4
